epoch,loss,learning_rate
1,110.2176742553711,0.009999902291237879
2,109.96979522705078,0.009999609168808892
3,109.8365249633789,0.009999120644285006
4,109.62940979003906,0.009998436736952335
5,109.23284149169922,0.009997557473810372
6,109.60020446777344,0.009996482889570918
7,108.98424530029297,0.00999521302665672
8,108.53414916992188,0.009993747935199788
9,108.44123840332031,0.009992087673039428
10,107.8847885131836,0.009990232305719946
11,107.1883316040039,0.009988181906488066
12,106.55960083007812,0.00998593655629004
13,105.35050201416016,0.009983496343768447
14,104.47469329833984,0.009980861365258704
15,102.87693786621094,0.009978031724785246
16,101.7065200805664,0.009975007534057436
17,100.78355407714844,0.009971788912465144
18,98.13642120361328,0.00996837598707404
19,97.76712036132812,0.009964768892620575
20,94.5811767578125,0.009960967771506664
21,92.28660583496094,0.009956972773794055
22,93.62200164794922,0.00995278405719842
23,88.1196517944336,0.00994840178708312
24,86.31987762451172,0.009943826136452671
25,88.2362289428711,0.00993905728594593
26,81.54466247558594,0.009934095423828945
27,83.13050842285156,0.00992894074598754
28,75.22632598876953,0.009923593455919566
29,75.49808502197266,0.00991805376472688
30,70.71498107910156,0.009912321891107008
31,66.01316833496094,0.009906398061344501
32,64.94129943847656,0.00990028250930202
33,59.4933967590332,0.009893975476411085
34,58.41767120361328,0.009887477211662556
35,55.861080169677734,0.009880787971596798
36,50.21366882324219,0.009873908020293556
37,48.11058044433594,0.009866837629361525
38,45.31013107299805,0.009859577077927634
39,40.82573318481445,0.009852126652626022
40,38.2343635559082,0.009844486647586722
41,35.593196868896484,0.009836657364424052
42,34.97809982299805,0.009828639112224704
43,37.60990905761719,0.009820432207535547
44,32.25104904174805,0.009812036974351124
45,30.20092010498047,0.009803453744100866
46,25.547523498535156,0.009794682855636009
47,24.391677856445312,0.00978572465521621
48,22.77141571044922,0.009776579496495881
49,21.51431655883789,0.009767247740510231
50,17.80850601196289,0.009757729755661007
51,17.087472915649414,0.009748025917701955
52,15.748666763305664,0.00973813660972398
53,13.785906791687012,0.00972806222214003
54,12.263077735900879,0.009717803152669674
55,12.074645042419434,0.009707359806323411
56,10.368329048156738,0.009696732595386672
57,9.57284164428711,0.009685921939403548
58,8.914819717407227,0.009674928265160225
59,7.9804863929748535,0.009663752006668138
60,7.2879958152771,0.00965239360514684
61,6.28239631652832,0.009640853509006567
62,5.873165130615234,0.00962913217383056
63,5.206318378448486,0.009617230062357061
64,4.529026985168457,0.009605147644461052
65,4.1609578132629395,0.0095928853971357
66,3.6399714946746826,0.009580443804473536
67,3.184579610824585,0.009567823357647333
68,2.8583812713623047,0.009555024554890722
69,2.449333667755127,0.009542047901478523
70,2.3170974254608154,0.009528893909706791
71,2.009519100189209,0.009515563098872599
72,1.8221498727798462,0.009502055995253533
73,1.6909592151641846,0.009488373132086914
74,1.48390531539917,0.009474515049548752
75,1.3675516843795776,0.009460482294732417
76,1.2184228897094727,0.009446275421627041
77,1.060079574584961,0.00943189499109565
78,1.0358444452285767,0.009417341570853015
79,0.8828580379486084,0.00940261573544325
80,0.79588782787323,0.00938771806621712
81,0.7337334156036377,0.009372649151309101
82,0.6338241696357727,0.009357409585614148
83,0.6073346138000488,0.009341999970764221
84,0.5254456400871277,0.009326420915104529
85,0.4906120300292969,0.009310673033669515
86,0.4305117130279541,0.009294756948158574
87,0.3921489119529724,0.009278673286911506
88,0.35609185695648193,0.00926242268488372
89,0.3100299537181854,0.009246005783621157
90,0.29153403639793396,0.00922942323123497
91,0.260450154542923,0.009212675682375932
92,0.226189523935318,0.009195763798208596
93,0.20749756693840027,0.00917868824638519
94,0.18020042777061462,0.009161449701019266
95,0.1629187911748886,0.009144048842659075
96,0.14874379336833954,0.009126486358260709
97,0.12845642864704132,0.009108762941160984
98,0.12085990607738495,0.009090879291050055
99,0.10212476551532745,0.009072836113943808
100,0.0949237048625946,0.009054634122155984
101,0.08542687445878983,0.009036274034270047
102,0.07519406825304031,0.009017756575110834
103,0.070811428129673,0.00899908247571592
104,0.06317450106143951,0.008980252473306777
105,0.05827346444129944,0.00896126731125966
106,0.05005865916609764,0.008942127739076256
107,0.04776249825954437,0.008922834512354105
108,0.042241740971803665,0.008903388392756761
109,0.03951694071292877,0.008883790147983728
110,0.03694489598274231,0.008864040551740152
111,0.032209739089012146,0.008844140383706277
112,0.030416587367653847,0.008824090429506663
113,0.026402032002806664,0.00880389148067917
114,0.02513771690428257,0.008783544334643711
115,0.022434424608945847,0.008763049794670772
116,0.01956096477806568,0.0087424086698497
117,0.01816525310277939,0.008721621775056757
118,0.015945862978696823,0.00870068993092296
119,0.01469618733972311,0.008679613963801671
120,0.013338776305317879,0.008658394705735987
121,0.012305445037782192,0.00863703299442588
122,0.011072695255279541,0.008615529673195137
123,0.01032350305467844,0.008593885590958063
124,0.00896829180419445,0.008572101602185961
125,0.00832564290612936,0.00855017856687341
126,0.007797185331583023,0.008528117350504304
127,0.006774380803108215,0.00850591882401769
128,0.006558220833539963,0.008483583863773386
129,0.005714070983231068,0.008461113351517377
130,0.0051895733922719955,0.008438508174347012
131,0.004595329985022545,0.008415769224675978
132,0.004116487223654985,0.008392897400199073
133,0.0037932773120701313,0.008369893603856766
134,0.003341425210237503,0.008346758743799547
135,0.0030737360939383507,0.008323493733352078
136,0.002661330159753561,0.008300099490977136
137,0.0024570352397859097,0.008276576940239352
138,0.0021317796781659126,0.008252927009768752
139,0.0019464734941720963,0.008229150633224094
140,0.0017654921393841505,0.008205248749256015
141,0.001580677693709731,0.008181222301469967
142,0.0014481210382655263,0.008157072238388968
143,0.0013126203557476401,0.008132799513416158
144,0.0013164565898478031,0.008108405084797156
145,0.001244923216290772,0.008083889915582235
146,0.0012480912264436483,0.008059254973588299
147,0.0012989372480660677,0.008034501231360675
148,0.0013789680087938905,0.008009629666134721
149,0.0014967520255595446,0.007984641259797245
150,0.0017052090261131525,0.007959536998847744
151,0.0020133976358920336,0.007934317874359453
152,0.002474824897944927,0.007908984881940225
153,0.0031147475820034742,0.007883539021693224
154,0.004015506710857153,0.007857981298177445
155,0.005130378063768148,0.007832312720368046
156,0.006711105816066265,0.00780653430161653
157,0.008395823650062084,0.0077806470596107295
158,0.010629766620695591,0.0077546520163346315
159,0.012614590115845203,0.007728550198028035
160,0.015114904381334782,0.007702342635146032
161,0.016379201784729958,0.007676030362318333
162,0.017071116715669632,0.007649614418308413
163,0.01526784896850586,0.00762309584597251
164,0.012365846894681454,0.007596475692218457
165,0.008100290782749653,0.007569755007964338
166,0.004152777139097452,0.007542934848097015
167,0.0012905227486044168,0.007516016271430479
168,0.00013915759336668998,0.007489000340664043
169,0.000576456543058157,0.007461888122340395
170,0.0019911923445761204,0.00743468068680349
171,0.0035315444692969322,0.0074073791081562985
172,0.004255001433193684,0.007379984464218396
173,0.003951821941882372,0.007352497836483419
174,0.0027208731044083834,0.007324920310076366
175,0.0012632397701963782,0.007297252973710757
176,0.00025408787769265473,0.007269496919645661
177,8.393164171138778e-05,0.0072416532436425625
178,0.0005961910355836153,0.007213723044922117
179,0.0012801163829863071,0.007185707426120748
180,0.0016369284130632877,0.00715760749324711
181,0.0014024951960891485,0.00712942435563844
182,0.0007931505679152906,0.007101159125916756
183,0.00022301432909443974,0.007072812919944927
184,2.4127466531354003e-05,0.007044386856782629
185,0.0002221774630015716,0.007015882058642163
186,0.0005611205124296248,0.006987299650844151
187,0.0007239246624521911,0.00695864076177311
188,0.0005792962620034814,0.006929906522832914
189,0.0002718328614719212,0.006901098068402109
190,4.2925355955958366e-05,0.006872216535789153
191,3.8993599446257576e-05,0.006843263065187499
192,0.00020042528922203928,0.0068142387996305885
193,0.00033323702518828213,0.00678514488494673
194,0.0003089018282480538,0.006755982469713859
195,0.00016040865739341825,0.006726752705214192
196,2.8966991521883756e-05,0.006697456745388783
197,1.8488326531951316e-05,0.006668095746791966
198,0.00010366436617914587,0.006638670868545686
199,0.0001707704650470987,0.006609183272293758
200,0.0001451917050871998,0.006579634122155989
201,6.107187073212117e-05,0.006550024584682231
202,5.881820470676757e-06,0.006520355828806322
203,2.4270520952995867e-05,0.006490629025799946
204,7.529974391218275e-05,0.006460845349226382
205,8.925957808969542e-05,0.006431005974894186
206,5.200570376473479e-05,0.006401112080810761
207,9.79669039224973e-06,0.006371164847135861
208,6.899781055835774e-06,0.00634116545613499
