index,x_true,x_full_pred
0,0.1,0.5568606853485107
1,0.35910000000000003,0.9899148344993591
2,0.9182872881000002,0.05190589651465416
3,0.2993926210096504,0.17474445700645447
4,0.8369291511835427,0.5951193571090698
5,0.5445502008601223,0.9771862030029297
6,0.9895809656172578,0.09022291749715805
7,0.041138807640040874,0.31343409419059753
8,0.1573911605225264,0.8593625426292419
9,0.5291505406164759,0.4701859951019287
10,0.9941094814672511,0.9834995865821838
11,0.023364723093415373,0.07200095057487488
12,0.09104706310465174,0.25386863946914673
13,0.3302024066646306,0.7675010561943054
14,0.882463421417091,0.714566707611084
15,0.41384970779895136,0.8179081678390503
16,0.9678867273431591,0.5897395014762878
17,0.12401722140067226,0.9723836183547974
18,0.4334614312849483,0.11291363835334778
19,0.979834749304676,0.39338043332099915
20,0.07883686730527792,0.9496667385101318
21,0.28976024647848403,0.18148839473724365
22,0.8211389916964567,0.6035117506980896
23,0.5860102945686108,0.969264566898346
24,0.967982894620601,0.11833063513040543
25,0.12365812126666842,0.4093712568283081
26,0.4323834933427507,0.9623574018478394
27,0.9792577520296061,0.13938695192337036
28,0.08104490840691916,0.4899163246154785
29,0.2971617586006507,1.0004701614379883
30,0.833338024825817,0.006436541676521301
31,0.5541541872088399,0.03834734112024307
32,0.9857986227909223,0.15050774812698364
33,0.05585879539682817,0.5243265628814697
34,0.21042697559083742,0.9904822111129761
35,0.6629283795027768,0.04512673616409302
36,0.8915828291788706,0.16556578874588013
37,0.38568492269016325,0.5646508932113647
38,0.9453589317675877,0.9931417107582092
39,0.2061051333603844,0.03160426765680313
40,0.6528669713779015,0.11322151869535446
41,0.9042604393563739,0.39625492691993713
42,0.3454282537138523,0.9405015707015991
43,0.9021692252477027,0.2141701579093933
44,0.3521570579120136,0.6739000082015991
45,0.9102884332543255,0.8891459107398987
46,0.3258369721354664,0.38051873445510864
47,0.8764722865029804,0.932781457901001
48,0.4319917838059193,0.2459736168384552
49,0.9790457812950958,0.7468606233596802
50,0.08185540629925132,0.7583858966827393
51,0.29986884404775493,0.7280097603797913
52,0.8376906064647005,0.7928041219711304
53,0.5425005666789561,0.6517242789268494
54,0.9902928703095508,0.9121140241622925
55,0.0383554762812517,0.31308713555336
56,0.14716849154475525,0.8602057099342346
57,0.5007846072983743,0.4710087180137634
58,0.9974975437216356,0.9870240092277527
59,0.00995981402384782,0.06063554435968399
60,0.03934385835254816,0.21407514810562134
61,0.15080571745830632,0.6906969547271729
62,0.5109727786303654,0.8676095008850098
63,0.9970195965352247,0.4497966170310974
64,0.011856367433250395,0.9830507636070251
65,0.04674601799830724,0.07610713690519333
66,0.17779770292044064,0.2707401216030121
67,0.5832808622290551,0.7961349487304688
68,0.9698265489656769,0.6445878148078918
69,0.11675942540913967,0.9196420907974243
70,0.41147538132919625,0.28967392444610596
71,0.9662319336378633,0.8229274749755859
72,0.13018485838463312,0.5757430791854858
73,0.4518146765177045,0.9753545522689819
74,0.9882359166576172,0.1012284904718399
75,0.04638650184513001,0.3519534170627594
76,0.17649682922389,0.9085797071456909
77,0.5799293370062342,0.3181220591068268
78,0.972009091332118,0.8530638217926025
